公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3416 - 融程電訊,董事會通過,1,107/03/13,107/05/29,"6,317,484","134,492,267","124,381,400","1,672,940",1.7,0.8,"180,453,618",0,0,0,新台幣                 10.0000元
3419 - 譁裕實業,董事會通過,1,107/03/27,107/06/21,"373,304","-80,587,529","-81,848,843","-81,848,843",0,0,0,0,0,0,新台幣                 10.0000元
3432 - 台端,董事會通過,1,107/03/09,107/06/29,"214,708,283","-22,336,708","192,371,575","192,371,575",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3443 - 創意電子,董事會通過,1,107/02/01,107/05/17,"1,255,072,505","854,809,238","2,010,731,941","1,340,672,386",5,0,"670,059,555",0,0,0,新台幣                 10.0000元
3450 - 聯鈞,董事會通過,1,107/03/29,107/06/22,"781,514,848","749,907,295","1,421,611,996","891,861,516",3,0,"397,312,860",1,0,"13,243,762",新台幣                 10.0000元
3454 - 晶睿,董事會通過,1,107/02/23,107/06/08,"648,964,442","430,456,427","1,021,693,838","694,473,422",4,0,"327,220,416",0,0.25,"2,045,128",新台幣                 10.0000元
3501 - 維熹科技,董事會通過,1,107/03/22,107/06/11,"1,573,550,513","527,345,634","1,964,268,733","1,585,843,366",3.2,0,"378,425,367",0,0,0,新台幣                 10.0000元
3504 - 揚明光學,董事會通過,1,107/04/24,107/06/14,"318,459,771","-149,020,993","178,030,108","178,030,108",0,0,0,0,0,0,新台幣                 10.0000元
3514 - 昱晶能源,董事會通過,1,107/03/21,107/06/20,0,"-1,492,598,337","-1,492,598,337","-1,492,598,337",0,0,0,0,0,0,新台幣                 10.0000元
3515 - 華擎,董事會通過,1,107/03/05,107/06/01,"140,684,977","468,979,572","299,592,571","58,101,313",2,2,"482,982,516",0,0,0,新台幣                 10.0000元
3518 - 柏騰科技,董事會通過,1,107/03/27,107/06/21,0,"-243,116,379","-151,367,625",0,0,0,0,0,0,0,新台幣                 10.0000元
3519 - 綠能,董事會通過,1,107/03/13,107/06/26,0,0,0,0,0,0,0,0,0,0,新台幣                 10.0000元
3528 - 安馳科技,董事會通過,1,107/03/15,107/06/05,"151,876,854","164,390,676","299,828,462","139,650,235",2.3,0,"147,363,967",0.20000003,0,"1,281,426",新台幣                 10.0000元
3532 - 台勝科,董事會通過,1,107/03/22,107/06/21,"4,661,570,043","2,242,773,506","6,641,906,118","5,028,457,192",2.08,0,"1,613,448,926",0,0,0,新台幣                 10.0000元
3533 - 嘉澤端子,董事會通過,1,107/03/20,107/06/12,"3,369,335,214","956,300,489","4,009,586,774","3,495,458,323",5.5,0,"514,128,450",0,0,0,新台幣                 10.0000元
3535 - 晶彩科,董事會通過,1,107/02/23,107/05/30,"50,542,220","-128,789,657","-78,344,708","-78,344,708",0,0,0,0,0,0,新台幣                 10.0000元
3536 - 誠創科技,董事會通過,1,107/03/23,107/06/27,"-438,862,855","4,739,331","-355,321,949","-355,321,949",0,0,0,0,0,0,新台幣                 10.0000元
3545 - 敦泰,董事會通過,1,107/04/24,107/06/15,"1,124,065,162","-79,680,006","1,058,983,658","1,058,983,658",0,0.5025,"150,000,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3550 - 聯穎,董事會通過,1,107/03/28,107/06/22,"328,325,512","124,220,898","439,778,726","328,325,512",1.31121428,0.18878572,"127,500,000",0,0,0,新台幣                 10.0000元
3557 - 嘉威光電,董事會通過,1,107/02/22,107/05/29,-7,"-229,857,618","-229,857,625","-229,857,625",0,0,0,0,0,0,新台幣                 10.0000元
3561 - 昇陽光電,董事會通過,1,107/03/21,107/06/20,0,"-931,232,109","-931,232,109",0,0,0,0,0,0,0,新台幣                 10.0000元
3576 - 新日光,董事會通過,1,107/03/20,107/06/20,0,"-4,154,163,242","-4,611,500,934","-4,611,500,934",0,0,0,0,0,0,新台幣                 10.0000元
3579 - 尚志,董事會通過,1,107/03/15,107/06/08,0,"-309,288,971","-309,894,922","-309,894,922",0,0,0,0,0,0,新台幣                 10.0000元
3583 - 辛耘,董事會通過,1,107/03/19,107/06/11,"497,125,831","328,458,583","782,059,713","619,781,713",2,0,"162,278,000",0,0,0,新台幣                 10.0000元
3591 - 艾笛森,董事會通過,1,107/03/06,107/06/20,0,"-189,871,713","-194,335,224","-194,335,224",0,0,0,0,0,0,新台幣                 10.0000元
3593 - 力銘,董事會通過,1,107/03/21,107/06/29,"-499,093,399","2,086,975","-497,006,424","-497,006,424",0,0,0,0,0,0,新台幣                 10.0000元
3605 - 宏致,董事會通過,1,107/03/29,107/06/26,"1,690,016,610","75,166,777","1,724,436,190","1,675,477,836",0.4,0,"48,958,354",0,0,0,新台幣                 10.0000元
3607 - 谷崧,董事會通過,1,107/03/19,107/06/11,"1,073,525,876","-395,809,092","477,966,679","477,966,679",0,0.8,"97,329,791",0,0,0,新台幣                 10.0000元
3617 - 碩天科技,董事會通過,1,107/03/23,107/06/12,"1,012,112,906","575,257,273","1,481,926,610","1,077,171,610",5,0,"404,755,000",0,0,0,新台幣                 10.0000元
3622 - 洋華,董事會通過,1,107/03/21,107/06/13,0,"-5,589,333","-1,400,535","-1,400,535",0,0.3,"45,398,280",0,0,0,新台幣                 10.0000元
3645 - 達邁,董事會通過,1,107/03/14,107/06/21,"239,589,014","289,691,655","498,972,474","314,086,054",1.5,0,"184,886,420",0,0,0,新台幣                 10.0000元
3653 - 健策,董事會通過,1,107/03/27,107/06/22,"392,074,135","232,958,686","582,644,541","369,996,243",2,0,"212,648,298",0,0,0,新台幣                 10.0000元
3661 - 世芯-KY,董事會通過,1,107/03/09,107/05/30,"353,740,335","308,741,185","662,481,520","600,010,357",1.0241,0,"62,471,163",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3665 - 貿聯-KY,董事會通過,1,107/03/13,107/06/21,"1,160,788,574","1,162,464,214","1,907,079,503","1,097,869,654",7,0,"809,209,849",0,0,0,新台幣                 10.0000元
3669 - 圓展,董事會通過,1,107/03/09,107/06/08,"513,873,205","44,068,787","546,969,946","509,857,166",0.4,0,"37,112,780",0,0,0,新台幣                 10.0000元
3673 - TPK-KY,董事會通過,1,107/03/12,107/05/29,"-1,827,588,405","2,404,389,623","341,328,251","-878,663,026",3,0,"1,219,991,277",0,0,0,新台幣                 10.0000元
3679 - 新至陞,董事會通過,1,107/05/02,107/06/14,"1,713,967,481","435,894,047","1,962,917,826","1,725,007,968",3,3,"475,819,716",0,0,0,新台幣                 10.0000元
3682 - 亞太電信,董事會通過,1,107/03/15,107/06/20,"-15,198,366,772","-4,011,503,746","-19,286,099,993","-19,286,099,993",0,0,0,0,0,0,新台幣                 10.0000元
3686 - 達能,董事會通過,1,107/02/27,107/05/29,0,"-690,750,138","-690,750,138",0,0,0,0,0,0,0,新台幣                 10.0000元
3694 - 海華科技,董事會通過,1,107/03/09,107/06/14,"-641,147,057","34,269,392","-606,987,842",0,0,0,0,0,0,0,新台幣                 10.0000元
3698 - 隆達,董事會通過,1,107/03/14,107/06/05,0,"129,494,857",0,0,0,0.2,"102,474,276",0,0,0,新台幣                 10.0000元
3701 - 大眾投控,董事會通過,1,107/03/15,107/06/05,"-2,028,823,123","112,128,286","-1,919,301,675","-1,919,301,675",0,0,0,0,0,0,新台幣                 10.0000元
3702 - 大聯大,董事會通過,1,107/04/24,107/06/21,"6,024,489,526","7,307,987,234","8,423,959,296","4,043,811,036",2.4,0,"4,380,148,260",0,0,0,新台幣                 10.0000元
3703 - 欣陸投控,董事會通過,1,107/03/29,107/06/05,"1,788,394,914","787,816,244","2,439,965,886","1,946,036,298",0.6,0,"493,929,588",0,0,0,新台幣                 10.0000元
3704 - 合勤控,董事會通過,1,107/03/15,107/06/13,"203,398,040","-569,752,304","-353,931,182","-353,931,182",0,0,0,0,0,0,新台幣                 10.0000元
3705 - 永信,董事會通過,1,107/03/23,107/06/20,"123,858,172","514,056,438","546,822,838","67,261,469",1.8,0.2,"532,845,966",0,0,0,新台幣                 10.0000元
3706 - 神達,董事會通過,1,107/03/23,107/06/22,"556,752,697","2,581,014,476","2,853,325,609","581,780,901",1.3,0,"1,054,645,758",1.5,0,"121,689,895",新台幣                 10.0000元
3708 - 上緯投控,董事會通過,1,107/03/15,107/05/30,0,"218,916,109",0,0,0,2,"177,842,294",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
3711 - 日月光投控,董事會通過,1,107/04/30,107/06/21,"30,807,618,633",0,"30,807,618,633","20,011,638,928",0,2.5,"10,795,979,705",0,0,0,新台幣                 10.0000元
3990 - 測試帳號,董事會通過,1,107/01/01,107/06/01,0,0,0,0,1,0,,,,,無面額
4104 - 佳醫,董事會通過,1,107/03/27,107/06/21,"1,449,267,144","399,047,299","1,651,317,386","1,293,400,708",2.8,0,"357,916,678",0,0,0,新台幣                 10.0000元
4106 - 雃博,董事會通過,1,107/03/27,107/06/20,"277,937,466","118,263,025","384,163,966","317,455,520",0.8,0,"66,708,446",0,0,0,新台幣                 10.0000元
4108 - 懷特,董事會通過,1,107/02/23,107/05/29,0,"-206,348,554",0,0,0,0,0,0,0,0,新台幣                 10.0000元
4119 - 旭富製藥,董事會通過,1,107/03/09,107/06/26,"326,482,844","190,976,019","498,468,795","327,575,378",2.15,0,"170,893,417",0,0,0,新台幣                 10.0000元
4133 - 亞諾法,董事會通過,1,107/03/29,107/06/20,"4,409,140","58,965,883","55,687,903","7,245,028",0.8,0,"48,442,875",0,0,0,新台幣                 10.0000元
4137 - 麗豐-KY,董事會通過,1,107/03/08,107/06/05,"653,718,849","582,962,221","920,474,609","403,774,334",6.5658,1.5152,"635,938,800",0,0,0,新台幣                 10.0000元
4141 - 龍燈-KY,董事會通過,1,107/03/27,107/06/19,"1,445,273,998","-152,663,477","1,292,610,521","1,292,610,521",0,0,0,0,0,0,新台幣                 10.0000元
4142 - 國光生技,董事會通過,1,107/03/27,107/06/27,0,"-760,176,568","-760,308,204","-760,308,204",0,0,0,0,0,0,新台幣                 10.0000元
4144 - 康聯-KY,董事會通過,1,107/03/20,107/06/15,"43,642,491","246,778,892","127,339,425","50,200,425",1,0,"77,139,000",0,0,0,新台幣                 10.0000元
4148 - 全宇生技-KY,董事會通過,1,107/03/16,107/06/12,"134,352,967","322,873,298","483,647,805","313,957,702",2.65,0,"169,690,103",0,0,0,新台幣                 10.0000元
4155 - 訊映,董事會通過,1,107/03/14,107/05/30,"449,006","126,808,665","112,005,081","661,726",1.52,0,"111,343,355",0,0.3,"73,252,207",新台幣                 10.0000元
4164 - 承業醫,董事會通過,1,107/03/21,107/06/11,"291,510,532","-86,694,370","342,010,101","188,105,118",1.1,0,"153,904,983",0,0,0,新台幣                 10.0000元
4190 - 佐登-KY,董事會通過,1,107/03/29,107/06/28,"125,758,921","182,401,411","279,480,380","126,756,130",2.5,0,"152,724,250",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
4306 - 炎洲,董事會通過,1,107/03/29,107/06/26,0,"588,777,903","529,910,112","225,437,608",0.6,0,"304,472,504",0,0,0,新台幣                 10.0000元
4414 - 如興,董事會通過,1,107/03/21,107/05/17,"-763,076,495","-369,984,197","-1,137,527,551",0,0,0,0,0,0,0,新台幣                 10.0000元
4426 - 利勤實業,董事會通過,1,107/03/19,107/06/11,"867,294,132","206,243,679","1,051,984,969","911,798,834",0.4,0,"56,074,455",0.6,0,"8,411,168",新台幣                 10.0000元
4438 - 廣越,董事會通過,1,107/03/09,107/06/21,"1,586,472,950","523,944,480","1,943,620,262","1,472,228,931",4.56,0,"471,391,331",0,0,0,新台幣                 10.0000元
4526 - 東台,董事會通過,1,107/03/23,107/06/14,"796,162,257","-237,403,752","543,396,833","543,396,833",0,0,0,0,0,0,新台幣                 10.0000元
4532 - 瑞智精密,董事會通過,1,107/03/23,107/06/29,"304,699,915","1,021,192,466","1,111,756,880","226,467,574",1.8,0,"885,289,306",0,0,0,新台幣                 10.0000元
4536 - 拓凱,董事會通過,1,107/03/07,107/05/23,"1,095,587,701","483,146,008","1,388,329,320","1,115,869,320",3,0,"272,460,000",0,0,0,新台幣                 10.0000元
4545 - 銘鈺,董事會通過,1,107/03/15,107/06/15,"4,368,884","16,513,840","13,532,847","1,982,847",0.15,0.35,"11,550,000",0,0,0,新台幣                 10.0000元
4551 - 智伸科,董事會通過,1,107/03/23,107/06/29,"286,959,671","599,673,190","806,460,235","286,179,335",6.35,0,"520,280,900",0,0,0,新台幣                 10.0000元
4552 - 力達-KY,董事會通過,1,107/03/26,107/06/13,"1,515,793,143","923,882,840","2,380,847,061","1,880,847,061",5,0,"500,000,000",0,0,0,新台幣                 10.0000元
4555 - 台灣氣立,董事會通過,1,107/03/14,107/06/21,"1,013,701,057","161,271,815","1,144,671,643","1,010,911,643",2,0,"133,760,000",0,0,0,新台幣                 10.0000元
4557 - 永新-KY,董事會通過,1,107/03/14,107/06/08,"277,754,892","181,055,047","391,756,785","218,716,785",5,0,"173,040,000",0,0,0,新台幣                 10.0000元
4560 - 強信-KY,董事會通過,1,107/03/12,107/06/12,"210,675,196","203,141,150","383,888,194","253,388,194",2,0.5,"163,125,000",0,0,0,新台幣                 10.0000元
4562 - 穎漢科技,董事會通過,1,107/03/23,107/06/21,"140,648,083","140,764,951","264,621,518","129,529,518",2,0,"135,092,000",0,0,0,新台幣                 10.0000元
4566 - 時碩工業,董事會通過,1,107/03/29,107/06/26,"107,520,449","198,339,764","281,358,165","123,618,165",2.39,0,"157,740,000",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
4720 - 德淵企業,董事會通過,1,107/03/28,107/06/27,"20,520,295","28,805,368","34,512,603","16,797,261",0.2,0,"17,715,342",0,0,0,新台幣                 10.0000元
4722 - 國精化學,董事會通過,1,107/03/08,107/05/29,"357,394,956","295,168,113","623,046,258","432,552,621",1.5,0,"142,870,227",0.5,0,"4,762,341",新台幣                 10.0000元
4725 - 信昌化,董事會通過,1,107/03/26,107/06/21,"-416,427,672","-354,571,112","-791,441,132","-791,441,132",0,0,0,0,0,0,新台幣                 10.0000元
